prompt_id,stage,annotator,system_id,run_timestamp,response_path,tool_trace_path,tool_routing,citation_validity,fallback_robustness,evidence_integrity,rag_fidelity_score,citation_relevance_score,source_fit_score,actionability_score,clarification_quality_score,citation_quality_score,persona_compliance_score,stage_awareness_score,tone_constructive_score,timeline_guidance,expectation_management,novelty_assessment,evidence_gap_detection,hypothesis_generation,distractor_rejection,experiment_design
stage_c_01,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T14:25:28.182927Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_01_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,0.67,0.00,1.35,1.50,0.33,0.00,1.33,2.00,1.67,,,,,,,
stage_c_02,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T14:32:47.781498Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_02_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,1.19,0.00,1.87,1.83,0.83,0.00,1.00,2.00,1.50,,,,,,,1
stage_c_03,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T14:39:36.068944Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_03_openrouter-google_gemini-3-pro-preview.txt,None,,0,0,0.0,0.67,0.00,1.33,1.67,1.13,0.00,1.83,1.33,2.00,,1,,,,,
stage_c_04,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T14:44:24.025942Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_04_openrouter-google_gemini-3-pro-preview.txt,None,,0,0,0.0,0.69,0.00,2.00,1.83,0.00,0.00,1.50,2.00,1.67,,,,,,,
stage_c_05,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T14:52:46.937998Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_05_openrouter-google_gemini-3-pro-preview.txt,None,,0,0,0.0,0.50,0.00,2.00,1.83,1.00,0.00,1.83,2.00,1.67,,,,,,,
stage_c_06,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T14:58:13.449098Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_06_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,1.24,0.00,1.37,1.67,1.00,0.00,1.50,2.00,1.67,,,,,,,
stage_c_07,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T15:04:37.792304Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_07_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,0.50,0.00,1.83,1.83,0.83,0.00,0.74,2.00,1.50,,,,,,,
stage_c_08,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T15:10:31.061232Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_08_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,0.50,0.00,1.83,2.00,0.33,0.00,1.67,2.00,1.50,,,,,,,
stage_c_09,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T15:16:49.447622Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_09_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,0.50,0.00,1.00,1.67,0.83,0.00,1.00,2.00,1.50,,,,,,,1
stage_c_10,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T15:22:09.814671Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_10_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,0.50,0.00,1.71,1.67,0.83,0.00,1.33,2.00,1.50,,,,,,,
stage_c_11,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T15:26:44.815867Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_11_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,0.50,0.00,0.67,1.33,1.17,0.00,0.83,2.00,1.67,,,,,,,
stage_c_12,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T15:31:55.483314Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_12_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,0.50,0.00,1.74,1.83,0.93,0.00,1.83,2.00,2.00,,,,,,,1
stage_c_13,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T15:36:29.497862Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_13_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,0.50,0.00,1.83,1.83,0.83,0.00,1.33,2.00,1.67,,,,,,,
stage_c_14,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T15:42:27.126748Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_14_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,0.50,0.00,1.50,1.50,0.83,0.00,1.33,2.00,1.50,,,,,,,1
stage_c_15,C,icml_single_turn,openrouter:google/gemini-3-pro-preview,2026-01-23T15:48:09.489186Z,icml-evaluation-results/raw_logs/gemini-baseline/stage_c/stage_c_15_openrouter-google_gemini-3-pro-preview.txt,None,0,0,0,0.0,0.50,0.00,1.37,1.67,0.83,0.00,1.33,2.00,1.67,,,,,,,
