prompt_id,stage,annotator,system_id,run_timestamp,response_path,tool_trace_path,tool_routing,citation_validity,fallback_robustness,evidence_integrity,rag_fidelity_score,citation_relevance_score,source_fit_score,actionability_score,clarification_quality_score,citation_quality_score,persona_compliance_score,stage_awareness_score,tone_constructive_score,timeline_guidance,expectation_management,novelty_assessment,evidence_gap_detection,hypothesis_generation,distractor_rejection,experiment_design,scope_feasibility,feasibility_analysis,skills_gap_guidance,domain_mapping,risk_analysis,plan_completeness,resource_estimation,timeline_quality,risk_mitigation,additional_notes,student_actionability_score,student_clarity_score,student_constraint_fit_score,student_confidence_gain_score,student_path_ready,student_failure_modes,student_outcome_score
stage_c_01,C,,mentor_manual,2025-11-03T09:50:55.071892Z,evals-for-papers/results/raw_logs/stage_c/stage_c_01.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_01_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_02,C,,mentor_manual,2025-11-03T09:55:38.531830Z,evals-for-papers/results/raw_logs/stage_c/stage_c_02.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_02_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_03,C,,mentor_manual,2025-11-03T09:59:16.127813Z,evals-for-papers/results/raw_logs/stage_c/stage_c_03.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_03_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_04,C,,mentor_manual,2025-11-03T10:03:53.780571Z,evals-for-papers/results/raw_logs/stage_c/stage_c_04.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_04_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_05,C,,mentor_manual,2025-11-03T10:09:52.968227Z,evals-for-papers/results/raw_logs/stage_c/stage_c_05.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_05_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_06,C,,mentor_manual,2025-11-03T10:14:44.436239Z,evals-for-papers/results/raw_logs/stage_c/stage_c_06.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_06_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_07,C,,mentor_manual,2025-11-03T10:18:23.481820Z,evals-for-papers/results/raw_logs/stage_c/stage_c_07.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_07_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_08,C,,mentor_manual,2025-11-03T10:25:47.856806Z,evals-for-papers/results/raw_logs/stage_c/stage_c_08.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_08_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_09,C,,mentor_manual,2025-11-03T10:30:50.924584Z,evals-for-papers/results/raw_logs/stage_c/stage_c_09.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_09_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_10,C,,mentor_manual,2025-11-03T10:35:29.163914Z,evals-for-papers/results/raw_logs/stage_c/stage_c_10.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_10_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_11,C,,mentor_manual,2025-11-03T10:40:15.691715Z,evals-for-papers/results/raw_logs/stage_c/stage_c_11.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_11_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_12,C,,mentor_manual,2025-11-03T10:48:05.558652Z,evals-for-papers/results/raw_logs/stage_c/stage_c_12.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_12_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_13,C,,mentor_manual,2025-11-03T10:53:26.892215Z,evals-for-papers/results/raw_logs/stage_c/stage_c_13.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_13_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_14,C,,mentor_manual,2025-11-03T10:57:33.410691Z,evals-for-papers/results/raw_logs/stage_c/stage_c_14.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_14_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage_c_15,C,,mentor_manual,2025-11-03T11:04:43.619090Z,evals-for-papers/results/raw_logs/stage_c/stage_c_15.txt,evals-for-papers/results/raw_logs/stage_c/stage_c_15_tools.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
